
Output from Plumeria 2, fortran version, run date 2022.02.09  16:43

Input values:
      Using multilayered atmosphere from file metfile.txt                                                                     
                           Vent diameter (m):   349.0
                          Vent elevation (m):   144.0
                      Initial velocity (m/s):   219.8
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   5.948
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.125E+09
                 Mass flux of solids, (kg/s):  0.121E+09
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
 128    903.6    903.6     -6.1      2.4 0.654E+00 0.320E+00 0.252E-01 0.000E+00 0.000E+00    7.69   139.45     659.2   882.9   293.6     0.973     1.056     5.3   88952.1 0.000E+00 0.000E+00
 129    911.2    911.2     -6.2      2.5 0.653E+00 0.322E+00 0.252E-01 0.000E+00 0.000E+00    7.70   139.08     662.4   881.1   293.5     0.969     1.055     5.4   88872.9 0.000E+00 0.000E+00
 130    918.9    918.8     -6.3      2.5 0.651E+00 0.324E+00 0.252E-01 0.000E+00 0.000E+00    7.70   138.72     665.6   879.3   293.5     0.965     1.054     5.5   88793.9 0.000E+00 0.000E+00
 131    926.5    926.5     -6.4      2.6 0.649E+00 0.326E+00 0.251E-01 0.000E+00 0.000E+00    7.71   138.37     668.8   877.6   293.4     0.961     1.054     5.5   88714.9 0.000E+00 0.000E+00
 132    934.2    934.1     -6.6      2.6 0.647E+00 0.328E+00 0.251E-01 0.000E+00 0.000E+00    7.72   138.01     672.0   875.8   293.4     0.957     1.053     5.6   88636.0 0.000E+00 0.000E+00
 133    941.8    941.8     -6.7      2.6 0.645E+00 0.330E+00 0.251E-01 0.000E+00 0.000E+00    7.73   137.66     675.2   874.0   293.3     0.953     1.052     5.6   88557.1 0.000E+00 0.000E+00
 134    949.4    949.4     -6.8      2.7 0.643E+00 0.332E+00 0.250E-01 0.000E+00 0.000E+00    7.73   137.31     678.4   872.3   293.3     0.949     1.051     5.7   88478.3 0.000E+00 0.000E+00
 135    957.1    957.0     -6.9      2.7 0.641E+00 0.334E+00 0.250E-01 0.000E+00 0.000E+00    7.74   136.97     681.6   870.5   293.3     0.946     1.050     5.7   88399.5 0.000E+00 0.000E+00
 136    964.7    964.7     -7.0      2.8 0.639E+00 0.336E+00 0.249E-01 0.000E+00 0.000E+00    7.75   136.63     684.8   868.8   293.2     0.942     1.050     5.8   88320.8 0.000E+00 0.000E+00
 137    972.4    972.3     -7.1      2.8 0.637E+00 0.338E+00 0.249E-01 0.000E+00 0.000E+00    7.76   136.29     687.9   867.1   293.2     0.938     1.049     5.8   88242.2 0.000E+00 0.000E+00
 138    980.0    980.0     -7.3      2.9 0.635E+00 0.340E+00 0.249E-01 0.000E+00 0.000E+00    7.77   135.96     691.1   865.3   293.1     0.935     1.048     5.9   88163.6 0.000E+00 0.000E+00
 139    987.7    987.6     -7.4      2.9 0.634E+00 0.342E+00 0.248E-01 0.000E+00 0.000E+00    7.77   135.63     694.2   863.6   293.1     0.931     1.047     6.0   88085.1 0.000E+00 0.000E+00
 140    995.3    995.2     -7.5      3.0 0.632E+00 0.343E+00 0.248E-01 0.000E+00 0.000E+00    7.78   135.30     697.4   861.9   293.1     0.928     1.046     6.0   88006.7 0.000E+00 0.000E+00
 141   1002.9   1002.9     -7.6      3.0 0.630E+00 0.345E+00 0.248E-01 0.000E+00 0.000E+00    7.79   134.98     700.5   860.2   293.0     0.925     1.046     6.1   87928.3 0.000E+00 0.000E+00
 142   1010.6   1010.5     -7.8      3.1 0.628E+00 0.347E+00 0.247E-01 0.000E+00 0.000E+00    7.80   134.66     703.7   858.5   293.0     0.921     1.045     6.1   87849.9 0.000E+00 0.000E+00
 143   1018.2   1018.2     -7.9      3.1 0.626E+00 0.349E+00 0.247E-01 0.000E+00 0.000E+00    7.80   134.34     706.8   856.8   292.9     0.918     1.044     6.2   87771.6 0.000E+00 0.000E+00
 144   1025.9   1025.8     -8.0      3.2 0.624E+00 0.351E+00 0.247E-01 0.000E+00 0.000E+00    7.81   134.02     709.9   855.1   292.9     0.915     1.043     6.2   87693.4 0.000E+00 0.000E+00
 145   1033.5   1033.4     -8.2      3.2 0.623E+00 0.353E+00 0.246E-01 0.000E+00 0.000E+00    7.82   133.71     713.0   853.4   292.8     0.911     1.043     6.3   87615.2 0.000E+00 0.000E+00
 146   1041.1   1041.1     -8.3      3.3 0.621E+00 0.355E+00 0.246E-01 0.000E+00 0.000E+00    7.83   133.41     716.2   851.7   292.8     0.908     1.042     6.4   87537.1 0.000E+00 0.000E+00
 147   1048.8   1048.7     -8.4      3.3 0.619E+00 0.356E+00 0.246E-01 0.000E+00 0.000E+00    7.83   133.10     719.3   850.1   292.8     0.905     1.041     6.4   87459.1 0.000E+00 0.000E+00
 148   1056.4   1056.4     -8.6      3.4 0.617E+00 0.358E+00 0.246E-01 0.000E+00 0.000E+00    7.84   132.80     722.4   848.4   292.7     0.902     1.040     6.5   87381.1 0.000E+00 0.000E+00
 149   1064.1   1064.0     -8.7      3.4 0.615E+00 0.360E+00 0.245E-01 0.000E+00 0.000E+00    7.85   132.50     725.5   846.7   292.7     0.899     1.039     6.5   87303.2 0.000E+00 0.000E+00
 150   1071.7   1071.6     -8.8      3.5 0.614E+00 0.362E+00 0.245E-01 0.000E+00 0.000E+00    7.86   132.21     728.5   845.1   292.6     0.896     1.039     6.6   87225.3 0.000E+00 0.000E+00
 151   1079.3   1079.3     -9.0      3.6 0.612E+00 0.364E+00 0.245E-01 0.000E+00 0.000E+00    7.87   131.91     731.6   843.4   292.6     0.893     1.038     6.6   87147.5 0.000E+00 0.000E+00
 152   1087.0   1086.9     -9.1      3.6 0.610E+00 0.366E+00 0.244E-01 0.000E+00 0.000E+00    7.87   131.62     734.7   841.8   292.5     0.890     1.037     6.7   87069.7 0.000E+00 0.000E+00
 153   1094.6   1094.6     -9.2      3.7 0.608E+00 0.367E+00 0.244E-01 0.000E+00 0.000E+00    7.88   131.34     737.8   840.2   292.5     0.887     1.036     6.8   86992.0 0.000E+00 0.000E+00
 154   1102.3   1102.2     -9.4      3.7 0.606E+00 0.369E+00 0.244E-01 0.000E+00 0.000E+00    7.89   131.05     740.8   838.5   292.5     0.884     1.036     6.8   86914.4 0.000E+00 0.000E+00
 155   1109.9   1109.9     -9.5      3.8 0.605E+00 0.371E+00 0.243E-01 0.000E+00 0.000E+00    7.90   130.77     743.9   836.9   292.4     0.882     1.035     6.9   86836.8 0.000E+00 0.000E+00
 156   1117.6   1117.5     -9.7      3.8 0.603E+00 0.373E+00 0.243E-01 0.000E+00 0.000E+00    7.90   130.50     746.9   835.3   292.4     0.879     1.034     6.9   86759.3 0.000E+00 0.000E+00
 157   1125.2   1125.1     -9.8      3.9 0.601E+00 0.375E+00 0.243E-01 0.000E+00 0.000E+00    7.91   130.22     750.0   833.7   292.3     0.876     1.033     7.0   86681.8 0.000E+00 0.000E+00
 158   1132.8   1132.8     -9.9      3.9 0.599E+00 0.376E+00 0.242E-01 0.000E+00 0.000E+00    7.92   129.95     753.0   832.1   292.3     0.873     1.032     7.0   86604.4 0.000E+00 0.000E+00
 159   1140.5   1140.4    -10.1      4.0 0.598E+00 0.378E+00 0.242E-01 0.000E+00 0.000E+00    7.93   129.68     756.0   830.5   292.3     0.871     1.032     7.1   86527.0 0.000E+00 0.000E+00
 160   1148.1   1148.1    -10.2      4.1 0.596E+00 0.380E+00 0.242E-01 0.000E+00 0.000E+00    7.94   129.42     759.0   828.9   292.2     0.868     1.031     7.2   86449.7 0.000E+00 0.000E+00
 161   1155.8   1155.7    -10.4      4.1 0.594E+00 0.382E+00 0.241E-01 0.000E+00 0.000E+00    7.94   129.16     762.1   827.3   292.2     0.865     1.030     7.2   86372.5 0.000E+00 0.000E+00
 162   1163.4   1163.3    -10.5      4.2 0.593E+00 0.383E+00 0.241E-01 0.000E+00 0.000E+00    7.95   128.90     765.1   825.7   292.1     0.863     1.029     7.3   86295.3 0.000E+00 0.000E+00
 163   1171.0   1171.0    -10.7      4.2 0.591E+00 0.385E+00 0.241E-01 0.000E+00 0.000E+00    7.96   128.64     768.1   824.1   292.1     0.860     1.029     7.3   86218.2 0.000E+00 0.000E+00
 164   1178.7   1178.6    -10.8      4.3 0.589E+00 0.387E+00 0.240E-01 0.000E+00 0.000E+00    7.97   128.39     771.1   822.5   292.0     0.858     1.028     7.4   86141.2 0.000E+00 0.000E+00
 165   1186.3   1186.3    -11.0      4.4 0.588E+00 0.388E+00 0.240E-01 0.000E+00 0.000E+00    7.98   128.14     774.0   821.0   292.0     0.855     1.027     7.5   86064.2 0.000E+00 0.000E+00
 166   1194.0   1193.9    -11.1      4.4 0.586E+00 0.390E+00 0.240E-01 0.000E+00 0.000E+00    7.98   127.89     777.0   819.4   292.0     0.853     1.026     7.5   85987.2 0.000E+00 0.000E+00
 167   1200.0   1199.9    -11.3      4.5 0.585E+00 0.392E+00 0.239E-01 0.000E+00 0.000E+00    7.99   127.69     779.4   818.2   291.9     0.851     1.026     7.6   85926.6 0.000E+00 0.000E+00
 168   1206.3   1206.2    -11.4      4.5 0.583E+00 0.393E+00 0.239E-01 0.000E+00 0.000E+00    8.00   127.49     781.8   816.9   291.9     0.849     1.025     7.6   85863.0 0.000E+00 0.000E+00
 169   1212.9   1212.8    -11.5      4.6 0.582E+00 0.394E+00 0.239E-01 0.000E+00 0.000E+00    8.00   127.28     784.4   815.6   291.9     0.847     1.024     7.7   85797.1 0.000E+00 0.000E+00
 170   1219.6   1219.6    -11.7      4.6 0.580E+00 0.396E+00 0.239E-01 0.000E+00 0.000E+00    8.01   127.07     787.0   814.2   291.8     0.845     1.024     7.7   85729.1 0.000E+00 0.000E+00
 171   1226.6   1226.5    -11.8      4.7 0.579E+00 0.397E+00 0.238E-01 0.000E+00 0.000E+00    8.02   126.86     789.7   812.8   291.8     0.843     1.023     7.8   85659.5 0.000E+00 0.000E+00
 172   1233.7   1233.6    -12.0      4.7 0.577E+00 0.399E+00 0.238E-01 0.000E+00 0.000E+00    8.02   126.64     792.4   811.4   291.7     0.840     1.022     7.8   85588.6 0.000E+00 0.000E+00
 173   1240.8   1240.7    -12.1      4.8 0.576E+00 0.401E+00 0.238E-01 0.000E+00 0.000E+00    8.03   126.43     795.1   810.0   291.7     0.838     1.022     7.9   85516.7 0.000E+00 0.000E+00
 174   1248.1   1248.0    -12.3      4.9 0.574E+00 0.402E+00 0.237E-01 0.000E+00 0.000E+00    8.04   126.21     797.9   808.5   291.7     0.836     1.021     7.9   85443.9 0.000E+00 0.000E+00
 175   1255.4   1255.3    -12.4      4.9 0.573E+00 0.404E+00 0.237E-01 0.000E+00 0.000E+00    8.05   125.99     800.7   807.1   291.6     0.834     1.020     8.0   85370.4 0.000E+00 0.000E+00
 176   1262.8   1262.7    -12.6      5.0 0.571E+00 0.405E+00 0.237E-01 0.000E+00 0.000E+00    8.05   125.77     803.6   805.6   291.6     0.832     1.019     8.1   85296.3 0.000E+00 0.000E+00
 177   1270.3   1270.2    -12.7      5.1 0.569E+00 0.407E+00 0.237E-01 0.000E+00 0.000E+00    8.06   125.56     806.4   804.1   291.5     0.830     1.019     8.1   85221.9 0.000E+00 0.000E+00
 178   1277.8   1277.7    -12.9      5.1 0.568E+00 0.409E+00 0.236E-01 0.000E+00 0.000E+00    8.07   125.34     809.2   802.7   291.5     0.828     1.018     8.2   85147.1 0.000E+00 0.000E+00
 179   1285.3   1285.2    -13.1      5.2 0.566E+00 0.410E+00 0.236E-01 0.000E+00 0.000E+00    8.08   125.13     812.1   801.2   291.5     0.826     1.017     8.2   85072.1 0.000E+00 0.000E+00
 180   1292.8   1292.7    -13.2      5.3 0.565E+00 0.412E+00 0.236E-01 0.000E+00 0.000E+00    8.09   124.92     814.9   799.7   291.4     0.823     1.016     8.3   84996.9 0.000E+00 0.000E+00
 181   1300.4   1300.3    -13.4      5.3 0.563E+00 0.413E+00 0.235E-01 0.000E+00 0.000E+00    8.09   124.71     817.8   798.2   291.4     0.821     1.016     8.4   84921.5 0.000E+00 0.000E+00
 182   1308.0   1307.9    -13.6      5.4 0.562E+00 0.415E+00 0.235E-01 0.000E+00 0.000E+00    8.10   124.50     820.6   796.8   291.3     0.819     1.015     8.4   84846.1 0.000E+00 0.000E+00
 183   1315.6   1315.5    -13.7      5.5 0.560E+00 0.417E+00 0.235E-01 0.000E+00 0.000E+00    8.09   124.30     823.5   795.3   291.3     0.817     1.014     8.5   84770.6 0.000E+00 0.000E+00
 184   1323.2   1323.1    -13.9      5.5 0.558E+00 0.418E+00 0.234E-01 0.000E+00 0.000E+00    8.09   124.10     826.3   793.9   291.3     0.815     1.013     8.5   84695.0 0.000E+00 0.000E+00
 185   1330.8   1330.7    -14.1      5.6 0.557E+00 0.420E+00 0.234E-01 0.000E+00 0.000E+00    8.08   123.90     829.2   792.4   291.2     0.813     1.012     8.6   84619.4 0.000E+00 0.000E+00
 186   1338.4   1338.3    -14.2      5.7 0.555E+00 0.421E+00 0.234E-01 0.000E+00 0.000E+00    8.08   123.70     832.0   791.0   291.2     0.811     1.012     8.7   84543.8 0.000E+00 0.000E+00
 187   1346.0   1345.9    -14.4      5.7 0.554E+00 0.423E+00 0.234E-01 0.000E+00 0.000E+00    8.08   123.50     834.8   789.5   291.2     0.809     1.011     8.7   84468.2 0.000E+00 0.000E+00
 188   1353.7   1353.5    -14.6      5.8 0.552E+00 0.425E+00 0.233E-01 0.000E+00 0.000E+00    8.07   123.31     837.6   788.1   291.1     0.808     1.010     8.8   84392.7 0.000E+00 0.000E+00
 189   1361.3   1361.2    -14.8      5.9 0.551E+00 0.426E+00 0.233E-01 0.000E+00 0.000E+00    8.07   123.12     840.4   786.6   291.1     0.806     1.009     8.9   84317.1 0.000E+00 0.000E+00
 190   1368.9   1368.8    -14.9      6.0 0.549E+00 0.428E+00 0.233E-01 0.000E+00 0.000E+00    8.06   122.93     843.2   785.2   291.1     0.804     1.009     8.9   84241.6 0.000E+00 0.000E+00
 191   1376.5   1376.4    -15.1      6.0 0.548E+00 0.429E+00 0.232E-01 0.000E+00 0.000E+00    8.06   122.75     846.0   783.8   291.0     0.802     1.008     9.0   84166.1 0.000E+00 0.000E+00
 192   1384.2   1384.0    -15.3      6.1 0.546E+00 0.431E+00 0.232E-01 0.000E+00 0.000E+00    8.05   122.56     848.8   782.4   291.0     0.800     1.007     9.0   84090.7 0.000E+00 0.000E+00
 193   1391.8   1391.7    -15.5      6.2 0.545E+00 0.432E+00 0.232E-01 0.000E+00 0.000E+00    8.05   122.38     851.6   781.0   291.0     0.798     1.006     9.1   84015.3 0.000E+00 0.000E+00
 194   1399.5   1399.3    -15.7      6.3 0.543E+00 0.434E+00 0.231E-01 0.000E+00 0.000E+00    8.05   122.21     854.4   779.5   290.9     0.796     1.005     9.2   83940.0 0.000E+00 0.000E+00
 195   1407.1   1407.0    -15.9      6.3 0.542E+00 0.435E+00 0.231E-01 0.000E+00 0.000E+00    8.04   122.03     857.1   778.1   290.9     0.795     1.005     9.2   83864.7 0.000E+00 0.000E+00
 196   1414.7   1414.6    -16.0      6.4 0.540E+00 0.437E+00 0.231E-01 0.000E+00 0.000E+00    8.04   121.86     859.9   776.7   290.8     0.793     1.004     9.3   83789.4 0.000E+00 0.000E+00
 197   1422.4   1422.2    -16.2      6.5 0.539E+00 0.438E+00 0.231E-01 0.000E+00 0.000E+00    8.03   121.68     862.6   775.4   290.8     0.791     1.003     9.4   83714.3 0.000E+00 0.000E+00
 198   1430.0   1429.9    -16.4      6.6 0.537E+00 0.440E+00 0.230E-01 0.000E+00 0.000E+00    8.03   121.52     865.3   774.0   290.8     0.789     1.002     9.4   83639.1 0.000E+00 0.000E+00
 199   1437.7   1437.5    -16.6      6.6 0.536E+00 0.441E+00 0.230E-01 0.000E+00 0.000E+00    8.03   121.35     868.1   772.6   290.7     0.788     1.002     9.5   83564.0 0.000E+00 0.000E+00
 200   1445.3   1445.1    -16.8      6.7 0.534E+00 0.443E+00 0.230E-01 0.000E+00 0.000E+00    8.02   121.18     870.8   771.2   290.7     0.786     1.001     9.5   83489.0 0.000E+00 0.000E+00
 201   1452.9   1452.8    -17.0      6.8 0.533E+00 0.444E+00 0.229E-01 0.000E+00 0.000E+00    8.02   121.02     873.5   769.8   290.7     0.784     1.000     9.6   83414.1 0.000E+00 0.000E+00
 202   1460.6   1460.4    -17.2      6.9 0.531E+00 0.446E+00 0.229E-01 0.000E+00 0.000E+00    8.01   120.86     876.2   768.5   290.6     0.783     0.999     9.7   83339.2 0.000E+00 0.000E+00
 203   1468.2   1468.1    -17.4      7.0 0.530E+00 0.447E+00 0.229E-01 0.000E+00 0.000E+00    8.01   120.70     878.9   767.1   290.6     0.781     0.998     9.7   83264.3 0.000E+00 0.000E+00
 204   1475.9   1475.7    -17.5      7.0 0.528E+00 0.449E+00 0.228E-01 0.000E+00 0.000E+00    8.01   120.55     881.6   765.8   290.6     0.779     0.998     9.8   83189.5 0.000E+00 0.000E+00
 205   1483.5   1483.3    -17.7      7.1 0.527E+00 0.450E+00 0.228E-01 0.000E+00 0.000E+00    8.00   120.40     884.3   764.4   290.5     0.778     0.997     9.9   83114.8 0.000E+00 0.000E+00
 206   1491.2   1491.0    -17.9      7.2 0.525E+00 0.452E+00 0.228E-01 0.000E+00 0.000E+00    8.00   120.24     886.9   763.1   290.5     0.776     0.996     9.9   83040.1 0.000E+00 0.000E+00
 207   1498.8   1498.6    -18.1      7.3 0.524E+00 0.453E+00 0.228E-01 0.000E+00 0.000E+00    8.00   120.10     889.6   761.8   290.5     0.775     0.995    10.0   82965.5 0.000E+00 0.000E+00
 208   1506.4   1506.3    -18.3      7.4 0.523E+00 0.455E+00 0.227E-01 0.000E+00 0.000E+00    7.99   119.95     892.2   760.4   290.4     0.773     0.995    10.1   82890.9 0.000E+00 0.000E+00
 209   1514.1   1513.9    -18.5      7.4 0.521E+00 0.456E+00 0.227E-01 0.000E+00 0.000E+00    7.99   119.80     894.9   759.1   290.4     0.772     0.994    10.1   82816.4 0.000E+00 0.000E+00
 210   1521.7   1521.5    -18.7      7.5 0.520E+00 0.458E+00 0.227E-01 0.000E+00 0.000E+00    7.99   119.66     897.5   757.8   290.4     0.770     0.993    10.2   82741.9 0.000E+00 0.000E+00
 211   1529.4   1529.2    -18.9      7.6 0.518E+00 0.459E+00 0.226E-01 0.000E+00 0.000E+00    7.98   119.52     900.1   756.5   290.3     0.769     0.992    10.2   82667.5 0.000E+00 0.000E+00
 212   1537.0   1536.8    -19.1      7.7 0.517E+00 0.460E+00 0.226E-01 0.000E+00 0.000E+00    7.98   119.38     902.8   755.1   290.3     0.767     0.991    10.3   82593.2 0.000E+00 0.000E+00
 213   1544.7   1544.5    -19.3      7.8 0.516E+00 0.462E+00 0.226E-01 0.000E+00 0.000E+00    7.98   119.24     905.4   753.8   290.2     0.766     0.991    10.4   82518.9 0.000E+00 0.000E+00
 214   1552.3   1552.1    -19.5      7.9 0.514E+00 0.463E+00 0.225E-01 0.000E+00 0.000E+00    7.97   119.11     908.0   752.5   290.2     0.764     0.990    10.4   82444.7 0.000E+00 0.000E+00
 215   1559.9   1559.7    -19.7      8.0 0.513E+00 0.465E+00 0.225E-01 0.000E+00 0.000E+00    7.97   118.98     910.6   751.3   290.2     0.763     0.989    10.5   82370.5 0.000E+00 0.000E+00
 216   1567.6   1567.4    -19.9      8.0 0.511E+00 0.466E+00 0.225E-01 0.000E+00 0.000E+00    7.97   118.85     913.1   750.0   290.1     0.761     0.988    10.6   82296.4 0.000E+00 0.000E+00
 217   1575.2   1575.0    -20.1      8.1 0.510E+00 0.468E+00 0.225E-01 0.000E+00 0.000E+00    7.97   118.72     915.7   748.7   290.1     0.760     0.988    10.6   82222.4 0.000E+00 0.000E+00
 218   1582.9   1582.7    -20.3      8.2 0.509E+00 0.469E+00 0.224E-01 0.000E+00 0.000E+00    7.96   118.59     918.3   747.4   290.1     0.758     0.987    10.7   82148.4 0.000E+00 0.000E+00
 219   1590.5   1590.3    -20.5      8.3 0.507E+00 0.470E+00 0.224E-01 0.000E+00 0.000E+00    7.96   118.47     920.8   746.1   290.0     0.757     0.986    10.8   82074.5 0.000E+00 0.000E+00
 220   1598.2   1597.9    -20.7      8.4 0.506E+00 0.472E+00 0.224E-01 0.000E+00 0.000E+00    7.96   118.34     923.4   744.9   290.0     0.756     0.985    10.8   82000.6 0.000E+00 0.000E+00
 221   1605.8   1605.6    -21.0      8.5 0.505E+00 0.473E+00 0.223E-01 0.000E+00 0.000E+00    7.95   118.22     925.9   743.6   290.0     0.754     0.985    10.9   81926.8 0.000E+00 0.000E+00
 222   1613.4   1613.2    -21.2      8.6 0.503E+00 0.474E+00 0.223E-01 0.000E+00 0.000E+00    7.95   118.10     928.5   742.3   289.9     0.753     0.984    11.0   81853.0 0.000E+00 0.000E+00
 223   1621.1   1620.9    -21.4      8.7 0.502E+00 0.476E+00 0.223E-01 0.000E+00 0.000E+00    7.95   117.98     931.0   741.1   289.9     0.752     0.983    11.0   81779.3 0.000E+00 0.000E+00
 224   1628.7   1628.5    -21.6      8.8 0.501E+00 0.477E+00 0.222E-01 0.000E+00 0.000E+00    7.95   117.87     933.5   739.8   289.9     0.750     0.982    11.1   81705.7 0.000E+00 0.000E+00
 225   1636.4   1636.1    -21.8      8.8 0.499E+00 0.478E+00 0.222E-01 0.000E+00 0.000E+00    7.94   117.75     936.0   738.6   289.8     0.749     0.981    11.1   81632.1 0.000E+00 0.000E+00
 226   1644.0   1643.8    -22.0      8.9 0.498E+00 0.480E+00 0.222E-01 0.000E+00 0.000E+00    7.94   117.64     938.5   737.3   289.8     0.748     0.981    11.2   81558.5 0.000E+00 0.000E+00
 227   1651.7   1651.4    -22.2      9.0 0.497E+00 0.481E+00 0.222E-01 0.000E+00 0.000E+00    7.94   117.53     941.0   736.1   289.8     0.746     0.980    11.3   81485.1 0.000E+00 0.000E+00
 228   1659.3   1659.1    -22.4      9.1 0.495E+00 0.483E+00 0.221E-01 0.000E+00 0.000E+00    7.94   117.42     943.5   734.9   289.7     0.745     0.979    11.3   81411.7 0.000E+00 0.000E+00
 229   1666.9   1666.7    -22.6      9.2 0.494E+00 0.484E+00 0.221E-01 0.000E+00 0.000E+00    7.93   117.32     946.0   733.7   289.7     0.744     0.978    11.4   81338.3 0.000E+00 0.000E+00
 230   1674.6   1674.3    -22.9      9.3 0.493E+00 0.485E+00 0.221E-01 0.000E+00 0.000E+00    7.93   117.21     948.5   732.4   289.6     0.742     0.978    11.5   81265.0 0.000E+00 0.000E+00
 231   1682.2   1682.0    -23.1      9.4 0.491E+00 0.486E+00 0.220E-01 0.000E+00 0.000E+00    7.93   117.11     950.9   731.2   289.6     0.741     0.977    11.5   81191.8 0.000E+00 0.000E+00
 232   1689.9   1689.6    -23.3      9.5 0.490E+00 0.488E+00 0.220E-01 0.000E+00 0.000E+00    7.93   117.01     953.4   730.0   289.6     0.740     0.976    11.6   81118.6 0.000E+00 0.000E+00
 233   1697.5   1697.3    -23.5      9.6 0.489E+00 0.489E+00 0.220E-01 0.000E+00 0.000E+00    7.93   116.91     955.8   728.8   289.5     0.739     0.975    11.7   81045.4 0.000E+00 0.000E+00
 234   1705.2   1704.9    -23.7      9.7 0.488E+00 0.490E+00 0.220E-01 0.000E+00 0.000E+00    7.92   116.81     958.3   727.6   289.5     0.738     0.975    11.7   80972.4 0.000E+00 0.000E+00
